input1,sys11,sys12,sys13,sys14,sys15,sysid11,sysid12,sysid13,sysid14,sysid15,sentid1,input2,sys21,sys22,sys23,sys24,sys25,sysid21,sysid22,sysid23,sysid24,sysid25,sentid2,input3,sys31,sys32,sys33,sys34,sys35,sysid31,sysid32,sysid33,sysid34,sysid35,sentid3,input4,sys41,sys42,sys43,sys44,sys45,sysid41,sysid42,sysid43,sysid44,sysid45,sentid4,input5,sys51,sys52,sys53,sys54,sys55,sysid51,sysid52,sysid53,sysid54,sysid55,sentid5
"when you get going on those broads, think of me!",i'll be right back,what are you talking about?!,i'm going to have a baby,they're going to get you!,i don't know what to do,clustered/beam_search_bs100_kpercand3.json_5,original/standard_beam_search_bs10_npad0.3.json_6,clustered/random_sampling_temp0.7.json_6,original/iterative_beam_search_bs5_ibs10.json_9,original/standard_beam_search_bs10_npad0.3.json_7,81,where's ma?,i'm very sorry i'm late,i've got to go,take a look at this,i'll be back,come on let's go,original/random_sampling_temp0.7.json_6,clustered/diverse_beam_search_bs100_dbs0.8.json_1,clustered/iterative_beam_search_bs5_ibs100.json_4,original/diverse_beam_search_bs10_dbs0.8.json_1,original/iterative_beam_search_bs5_ibs10.json_3,1,"c'mon, i need to talk to you. just the two of us.",i've been looking for you,the. will not be able to reach me but if i am to die,we must find a way,what are you waiting for?,i don't know why,clustered/random_sampling_temp0.5.json_6,original/random_sampling_temp1.0_top10.json_9,clustered/random_sampling_temp1.0_top100.json_8,original/random_sampling_temp1.0_top10.json_0,clustered/clustering_beam_search_bs100_cbs5.json_7,82,i just want the job.,what do you mean?,i don't know what you're doing,i've never been to the.,you made a really big choice about this,i'll be right back,original/clustering_beam_search_bs10_cbs5.json_3,original/standard_beam_search_bs10_npad0.3.json_7,original/random_sampling_temp0.7.json_4,original/random_sampling_temp1.0.json_8,clustered/random_sampling_temp0.5.json_2,11,he said we're all going to have to go talk to the guy.,he's a little guy,i didn t see him,i don't know what to say,we're waiting for him to come and visit us,he's in the hospital,clustered/random_sampling_temp1.0_top100.json_7,original/random_sampling_temp1.0_top10.json_3,original/standard_beam_search_bs10_npad0.3.json_6,original/random_sampling_temp0.5.json_9,clustered/random_sampling_temp1.0_top100.json_3,99
i told you the facts! he abandoned us -- those are the facts.,come on let's go,you're a.,i'm not a.,as a matter of fact i am,i'll tell you what,clustered/iterative_beam_search_bs5_ibs100.json_5,clustered/random_sampling_temp1.0_top100.json_2,clustered/random_sampling_temp0.5.json_6,clustered/beam_search_bs100_kpercand3.json_9,original/clustering_beam_search_bs10_cbs5.json_6,97,he was... taken.,what did you do?,have you seen him?,i've heard it all,i don't know what to say,what did he do?,original/standard_beam_search_bs10_npad0.3.json_4,clustered/iterative_beam_search_bs5_ibs100.json_4,original/random_sampling_temp0.5.json_6,original/diverse_beam_search_bs10_dbs0.8.json_4,clustered/standard_beam_search_bs100.json_2,24,don't you think you should at least wave?,you've got to be kidding me,i've been thinking,i don't want to die,i don't know what to say,i'm going to be a little more worried about you,clustered/standard_beam_search_bs100_npad0.3.json_9,clustered/beam_search_bs100_kpercand3.json_8,clustered/beam_search_bs100_kpercand3.json_7,original/diverse_beam_search_bs10_dbs0.8.json_5,original/random_sampling_temp0.5.json_9,66,why would he go to odessa?,why would he do that?,don't you think?,i'm concerned about him,he has nothing to hide,why didn't you tell him?,clustered/random_sampling_temp1.0.json_0,original/iterative_beam_search_bs5_ibs10.json_4,original/random_sampling_temp0.7.json_3,clustered/random_sampling_temp1.0.json_3,clustered/standard_beam_search_bs100.json_6,75,where the hell is he?,stay away from me!,you're not that honest,i don't think so,am i in trouble?,i'll be right there,clustered/iterative_beam_search_bs5_ibs100.json_5,original/random_sampling_temp0.7.json_7,clustered/beam_search_bs100_kpercand3.json_3,clustered/iterative_beam_search_bs5_ibs100.json_8,original/standard_beam_search_bs10.json_4,5
"ready to roll, partner?",i'll take care of it myself,what do you think?,how do you do?,the blue flag is that you?,what's the matter?,original/clustering_beam_search_bs10_cbs5.json_9,original/standard_beam_search_bs10_npad0.3.json_4,clustered/random_sampling_temp1.0_top100.json_0,original/random_sampling_temp0.7.json_6,original/clustering_beam_search_bs10_cbs5.json_1,50,did you call?,i didn't know you were here,i didn't know about it,i don't know!,did you call that?,i don't know what to say,clustered/standard_beam_search_bs100.json_9,clustered/random_sampling_temp1.0.json_4,clustered/standard_beam_search_bs100_npad0.3.json_6,original/random_sampling_temp1.0_top10.json_3,original/standard_beam_search_bs10.json_6,13,are you sure you even packed it?,i don't know what to say,i'll be right back,i'll take it,you might get your picture,i'll get it,clustered/standard_beam_search_bs100.json_9,original/standard_beam_search_bs10_npad0.3.json_0,original/standard_beam_search_bs10_npad0.3.json_3,clustered/random_sampling_temp1.0.json_7,clustered/standard_beam_search_bs100.json_4,58,poor father...,i don't know what to say,i've never seen anything like it before but i'm sure you're right you're wrong you're still alive,what are you doing here?,if you don't mind,let me tell you something,original/standard_beam_search_bs10.json_8,clustered/diverse_beam_search_bs100_dbs0.8.json_7,original/beam_search_bs10_kpercand3.json_2,original/iterative_beam_search_bs5_ibs10.json_9,clustered/beam_search_bs100_kpercand3.json_5,36,i'm supposed to speak at their tenth anniversary.,what are you doing here?,what are you talking about?,i've heard that,i'm not sure they're good enough for me,i've never seen anything like it before but i haven't seen it,original/diverse_beam_search_bs10_dbs0.8.json_0,original/beam_search_bs10_kpercand3.json_2,original/random_sampling_temp0.7.json_0,original/random_sampling_temp0.7.json_5,clustered/diverse_beam_search_bs100_dbs0.8.json_4,80
are you nervous?,i don't think so,why are you here?,i don't know what to say,what are you doing?,i'm sorry i'm late,clustered/random_sampling_temp0.7.json_2,clustered/standard_beam_search_bs100_npad0.3.json_3,original/beam_search_bs10_kpercand3.json_6,original/clustering_beam_search_bs10_cbs5.json_0,clustered/standard_beam_search_bs100.json_8,21,why the hell are we wasting time here?!,i just can't believe it,you're a!!,what are you doing?,how do you think we're going to get here before we get to washington?,what the hell is going on here?! 1 000 years ago i didn't even know where i was going and i didn't want to,original/random_sampling_temp1.0_top10.json_3,clustered/random_sampling_temp0.5.json_6,clustered/standard_beam_search_bs100_npad0.3.json_2,original/random_sampling_temp0.7.json_9,clustered/diverse_beam_search_bs100_dbs0.8.json_7,93,that's coming along well!,i'll take care of it!,i've got to go,i'll see you later,i've got to go!,i'll be right back,original/beam_search_bs10_kpercand3.json_7,original/standard_beam_search_bs10.json_2,clustered/standard_beam_search_bs100.json_8,clustered/clustering_beam_search_bs100_cbs5.json_8,original/standard_beam_search_bs10.json_0,35,shall we unpack it?,i don't know if i can,the rest we've had since the day the only weapon the perk of the sun,yes it's my house,i'm glad you like it,i'll be back,original/standard_beam_search_bs10_npad0.3.json_9,original/random_sampling_temp1.0.json_9,clustered/random_sampling_temp1.0.json_4,clustered/random_sampling_temp1.0_top100.json_3,original/clustering_beam_search_bs10_cbs5.json_4,49,what's he get if he wins here?,he'll be all right,i don't want to see him,he's got a lot to learn,get him out of here,he's a smart guy,clustered/clustering_beam_search_bs100_cbs5.json_3,original/standard_beam_search_bs10_npad0.3.json_3,clustered/diverse_beam_search_bs100_dbs0.8.json_1,clustered/iterative_beam_search_bs5_ibs100.json_2,clustered/random_sampling_temp0.7.json_6,79
i've lost interest.,what are you doing here?,i don't know what you're talking about,what do you want?,what about your money?,what do you mean?,clustered/random_sampling_temp1.0.json_0,clustered/random_sampling_temp0.5.json_3,original/beam_search_bs10_kpercand3.json_4,original/random_sampling_temp1.0.json_0,clustered/beam_search_bs100_kpercand3.json_0,47,"honey, we can be happy and poor together.",what do you want?,what do you mean?,i don't know what you're thinking,i can't believe it,i don't know what you're thinking,original/standard_beam_search_bs10_npad0.3.json_2,clustered/standard_beam_search_bs100_npad0.3.json_0,original/standard_beam_search_bs10.json_7,clustered/clustering_beam_search_bs100_cbs5.json_2,original/standard_beam_search_bs10_npad0.3.json_9,86,what happened to your pants?,i've never seen anything like it,let me tell you something,i don't think so,what's the matter?,what are you doing?,clustered/diverse_beam_search_bs100_dbs0.8.json_1,clustered/beam_search_bs100_kpercand3.json_8,clustered/beam_search_bs100_kpercand3.json_5,original/standard_beam_search_bs10.json_1,original/diverse_beam_search_bs10_dbs0.8.json_0,10,i'd love to drive through new england in the fall.,i've got to go to work,i'll be right back,i used to be a man,i'll be right back,where are you going?,original/clustering_beam_search_bs10_cbs5.json_8,clustered/beam_search_bs100_kpercand3.json_5,clustered/random_sampling_temp0.7.json_5,clustered/standard_beam_search_bs100_npad0.3.json_6,clustered/standard_beam_search_bs100_npad0.3.json_0,73,your men knew the risks.,i don't know what you mean,i'll tell you what,i've been thinking,i don't know anything,this is your weapon?,original/standard_beam_search_bs10.json_6,clustered/beam_search_bs100_kpercand3.json_4,clustered/standard_beam_search_bs100_npad0.3.json_5,clustered/random_sampling_temp1.0_top100.json_3,clustered/random_sampling_temp0.7.json_8,3
will he be alright?,i don't know what to say,no i don't think so,he'll be all right,i'll be right back,i don't know what to do,original/clustering_beam_search_bs10_cbs5.json_4,clustered/random_sampling_temp0.7.json_4,clustered/beam_search_bs100_kpercand3.json_3,original/standard_beam_search_bs10_npad0.3.json_0,original/clustering_beam_search_bs10_cbs5.json_5,33,do you think they'll walk away?,those people are with me,a soft horse and a white tiger,they have no handle in the kitchen but they won't even be there,will you be quiet?,what's the matter?,original/random_sampling_temp1.0.json_2,clustered/random_sampling_temp1.0.json_9,original/random_sampling_temp1.0.json_8,clustered/iterative_beam_search_bs5_ibs100.json_5,clustered/clustering_beam_search_bs100_cbs5.json_2,90,tonight turned out to be pretty interesting.,i'll be right back,how do you do?,i'm gonna get him,i've been out of my life for a while now,i don't think so,original/beam_search_bs10_kpercand3.json_0,original/iterative_beam_search_bs5_ibs10.json_2,original/random_sampling_temp0.7.json_3,original/random_sampling_temp0.7.json_6,clustered/standard_beam_search_bs100.json_3,70,i like cows.,i'm so proud of you,it will be quite a while,i'm not sure you know,i'll be right back,what's the matter?,clustered/random_sampling_temp1.0_top100.json_4,clustered/random_sampling_temp1.0.json_6,original/random_sampling_temp0.5.json_3,clustered/standard_beam_search_bs100_npad0.3.json_8,clustered/beam_search_bs100_kpercand3.json_2,40,this thing's going nowhere.,i've got to get out of here before i get out of here in five minutes,i've got to,you know what i mean?,i've been thinking,what are you talking about?,clustered/diverse_beam_search_bs100_dbs0.8.json_6,clustered/diverse_beam_search_bs100_dbs0.8.json_1,clustered/clustering_beam_search_bs100_cbs5.json_7,clustered/standard_beam_search_bs100_npad0.3.json_9,original/clustering_beam_search_bs10_cbs5.json_1,38
do you really know superman?,i don't think so,i've been thinking,i don't know what you mean,have you ever heard of really?,let me tell you something,clustered/iterative_beam_search_bs5_ibs100.json_1,clustered/standard_beam_search_bs100.json_8,original/beam_search_bs10_kpercand3.json_5,original/iterative_beam_search_bs5_ibs10.json_8,clustered/iterative_beam_search_bs5_ibs100.json_2,52,what will you do?,you're not supposed to,i'll call the police,i'll take care of you,i don't know what to say,i don't know what to do,clustered/random_sampling_temp0.7.json_9,clustered/random_sampling_temp0.5.json_6,original/standard_beam_search_bs10_npad0.3.json_7,original/clustering_beam_search_bs10_cbs5.json_6,original/standard_beam_search_bs10_npad0.3.json_6,9,aren't you coming?,i'm leaving for the?,why are you doing this?,i can't believe it,i want to be with you,i can't leave her here alone,clustered/random_sampling_temp0.7.json_9,clustered/random_sampling_temp0.7.json_3,original/standard_beam_search_bs10_npad0.3.json_4,clustered/random_sampling_temp1.0_top100.json_6,original/random_sampling_temp0.7.json_7,4,my wife wasn't diabetic.,what's the matter?,i've been looking for you all day,i don't have any usual.,you mean you didn't come here to see me?,what are you doing?,original/beam_search_bs10_kpercand3.json_3,original/standard_beam_search_bs10.json_8,clustered/random_sampling_temp1.0.json_8,original/random_sampling_temp0.5.json_8,original/beam_search_bs10_kpercand3.json_4,42,you're the guys from the movie!,i got a better idea,i don't know what you're talking about but i,i don't think so,what are you doing?,i'm going to the bathroom,clustered/random_sampling_temp0.7.json_7,clustered/diverse_beam_search_bs100_dbs0.8.json_2,clustered/standard_beam_search_bs100.json_6,clustered/standard_beam_search_bs100_npad0.3.json_0,clustered/random_sampling_temp1.0_top100.json_6,87
go ahead to the saloon. but don't get too drunk!,take a look at this,i don't know what to do,we're going to get you!,i heard you say that,where are you going?,original/iterative_beam_search_bs5_ibs10.json_6,original/standard_beam_search_bs10_npad0.3.json_6,clustered/random_sampling_temp1.0_top100.json_6,clustered/random_sampling_temp1.0.json_5,original/iterative_beam_search_bs5_ibs10.json_0,56,"i'm in a wheelchair, the truck sounds pretty good.",i'll be right back,what's the matter?,what do you mean?,what are you doing here? i haven't seen you around since 9 00,i'm not a.,clustered/standard_beam_search_bs100_npad0.3.json_9,original/clustering_beam_search_bs10_cbs5.json_3,clustered/standard_beam_search_bs100.json_2,clustered/diverse_beam_search_bs100_dbs0.8.json_6,clustered/random_sampling_temp0.5.json_5,65,it's okay.,what are you doing?,that's why i'm here,i don't know what you mean,what are you doing here?,i don't want to hear it,clustered/random_sampling_temp0.7.json_0,clustered/standard_beam_search_bs100_npad0.3.json_7,original/diverse_beam_search_bs10_dbs0.8.json_5,original/random_sampling_temp0.5.json_0,original/clustering_beam_search_bs10_cbs5.json_4,0,you know where he lives?,he's a great artist of course and he,how do you know?,i don't know what to do with him,he was in the army while he spent over thirty,took a lot of money,original/random_sampling_temp1.0_top10.json_9,clustered/iterative_beam_search_bs5_ibs100.json_0,original/diverse_beam_search_bs10_dbs0.8.json_8,original/random_sampling_temp1.0.json_6,clustered/iterative_beam_search_bs5_ibs100.json_8,39,"look, nobody knows we did it.",i don't know what you're doing,we've got to do something,i don't know what you're talking about,i don't know what you're doing,they're our. ships,original/beam_search_bs10_kpercand3.json_9,clustered/beam_search_bs100_kpercand3.json_9,original/random_sampling_temp0.5.json_2,original/clustering_beam_search_bs10_cbs5.json_9,original/random_sampling_temp1.0.json_1,68
who invited you?,i'm sorry i didn't come home last night but i didn't know you were going to leave me alone for more than two hours,who's the guy that got who m in a fight?,i'm sorry to call mr? but i don't apologise,i don't know you,what did you do?,clustered/diverse_beam_search_bs100_dbs0.8.json_8,original/random_sampling_temp1.0_top10.json_9,original/random_sampling_temp1.0.json_7,original/random_sampling_temp0.7.json_2,clustered/standard_beam_search_bs100_npad0.3.json_6,14,fine speech. now what do we do?,what's the matter?,that's what i really want them to offer,i don't think so,i don't believe it,i don't know what to say,clustered/beam_search_bs100_kpercand3.json_1,original/random_sampling_temp1.0.json_3,original/clustering_beam_search_bs10_cbs5.json_0,clustered/standard_beam_search_bs100.json_4,original/standard_beam_search_bs10_npad0.3.json_5,57,it's okay. it's alright.,was it a.?,i'll be right back,i'll take care of it,i'll be right back,i don't know what to do,clustered/iterative_beam_search_bs5_ibs100.json_8,clustered/diverse_beam_search_bs100_dbs0.8.json_1,clustered/random_sampling_temp0.7.json_3,clustered/standard_beam_search_bs100_npad0.3.json_4,original/diverse_beam_search_bs10_dbs0.8.json_7,76,"you ain't gettin 'in no trouble, i hope.",what's the matter?,i don't know what you mean,don't worry about it,we got to do something,what's up major?,original/random_sampling_temp1.0_top10.json_0,original/beam_search_bs10_kpercand3.json_4,clustered/random_sampling_temp1.0_top100.json_2,clustered/random_sampling_temp1.0_top100.json_6,original/random_sampling_temp0.7.json_1,63,i was holding for someone. that wasn't even mine.,i don't know what to do,i didn't want to see you,but i couldn't help it,around a land of jungle i'm a worm,ever since i was a kid,original/standard_beam_search_bs10_npad0.3.json_5,original/random_sampling_temp1.0_top10.json_4,clustered/random_sampling_temp0.7.json_4,original/random_sampling_temp1.0.json_5,clustered/iterative_beam_search_bs5_ibs100.json_7,72
so what should i wear?,i don't like to be disturbed,i don't know what i'm doing here,i'll show you,thank you very much!,i know all about you,original/random_sampling_temp0.5.json_7,original/beam_search_bs10_kpercand3.json_8,clustered/standard_beam_search_bs100_npad0.3.json_3,clustered/iterative_beam_search_bs5_ibs100.json_8,original/random_sampling_temp0.7.json_1,20,make a right. you can't miss it.,i don't know what you're doing,it's a good idea,try one form of biscuits mr jacoby,it's a piece of cake,i can't believe it,original/beam_search_bs10_kpercand3.json_9,clustered/random_sampling_temp1.0_top100.json_4,original/random_sampling_temp1.0.json_7,clustered/random_sampling_temp0.7.json_6,clustered/standard_beam_search_bs100_npad0.3.json_3,89,they've taken your clothes?,they've been waiting for you,i've seen them,what are they doing here?,what do you mean?,what did you do?,clustered/random_sampling_temp0.7.json_7,clustered/standard_beam_search_bs100.json_7,clustered/random_sampling_temp0.7.json_1,original/standard_beam_search_bs10.json_1,original/standard_beam_search_bs10_npad0.3.json_6,16,are you alright?,i'm sure she will have a good time,i'm sorry i didn't come home last night but i didn't know you were here,i'll do it,what's the matter?,i'm not with you,original/random_sampling_temp1.0_top10.json_8,clustered/diverse_beam_search_bs100_dbs0.8.json_5,clustered/standard_beam_search_bs100.json_8,original/standard_beam_search_bs10.json_2,clustered/random_sampling_temp1.0.json_3,30,well i was right. you are a sentimentalist.,what are you doing?,i am here to protect you,i thought you were you know i'm very serious,what are you doing here?!,i'm not a.,original/beam_search_bs10_kpercand3.json_3,clustered/random_sampling_temp1.0.json_5,original/random_sampling_temp1.0.json_4,original/clustering_beam_search_bs10_cbs5.json_9,original/random_sampling_temp0.5.json_3,61
he thinks people *like* to get whacked by branches.,he can't do it,what are you talking about?,he doesn't know what he's doing,i've seen him,he doesn't know what he's doing,clustered/random_sampling_temp1.0_top100.json_5,clustered/standard_beam_search_bs100_npad0.3.json_4,clustered/diverse_beam_search_bs100_dbs0.8.json_0,clustered/standard_beam_search_bs100.json_9,original/diverse_beam_search_bs10_dbs0.8.json_1,62,maybe it went out. should someone check it?,i don't know what you're thinking,i don't know what it is,i don't know what to say,i'll see you then,i've seen it,original/diverse_beam_search_bs10_dbs0.8.json_7,original/standard_beam_search_bs10_npad0.3.json_3,original/beam_search_bs10_kpercand3.json_2,original/random_sampling_temp0.5.json_5,clustered/standard_beam_search_bs100_npad0.3.json_5,59,what are you crying for?,what are you talking about?,i don't know what to say,what are you doing?,i've got to go,we're not gonna know where we're going,original/standard_beam_search_bs10.json_3,original/beam_search_bs10_kpercand3.json_7,clustered/beam_search_bs100_kpercand3.json_0,original/standard_beam_search_bs10.json_6,original/random_sampling_temp1.0.json_3,48,jesus! are you serious?,i can't believe it!,i'm sorry i didn't come home last night and i didn't want to hurt you so much,did you hear that?,i don't know!,don't you see?,original/standard_beam_search_bs10.json_5,clustered/diverse_beam_search_bs100_dbs0.8.json_6,original/random_sampling_temp0.5.json_3,clustered/standard_beam_search_bs100_npad0.3.json_4,original/standard_beam_search_bs10_npad0.3.json_0,34,you're kidding.,what's the.?,all right let's go,i've never seen anything like it,i don't think so,they say it's too late,clustered/random_sampling_temp1.0_top100.json_5,original/iterative_beam_search_bs5_ibs10.json_4,original/diverse_beam_search_bs10_dbs0.8.json_3,original/iterative_beam_search_bs5_ibs10.json_0,original/random_sampling_temp1.0.json_1,7
see anything you like?,you're all right,when that happens i will enjoy my trouble for the agony of your life,i don't know what to say,i'll be right back,i'm gonna go get some coffee,original/random_sampling_temp1.0_top10.json_2,original/random_sampling_temp1.0.json_9,original/beam_search_bs10_kpercand3.json_6,clustered/random_sampling_temp1.0_top100.json_1,original/random_sampling_temp0.5.json_3,45,you sure know how to take a lot of punishment.,if i'd be safe in the garden,i'll be back in a minute,i've never seen anything like it,i'll take care of it and make sure it's all right to keep an eye on him and make sure he doesn't,that's a good idea,original/random_sampling_temp0.7.json_9,original/random_sampling_temp0.5.json_2,clustered/beam_search_bs100_kpercand3.json_9,clustered/diverse_beam_search_bs100_dbs0.8.json_6,clustered/beam_search_bs100_kpercand3.json_6,91,it might be an interesting case.,i felt terrible about the operating's functions teaching such roles,i've never seen anything like it before but i'm sure it. l be a good idea if i don't get it,i don't know what to say,one. only one.,i'd like to know,original/random_sampling_temp1.0.json_9,clustered/diverse_beam_search_bs100_dbs0.8.json_7,clustered/clustering_beam_search_bs100_cbs5.json_7,original/random_sampling_temp0.7.json_4,clustered/clustering_beam_search_bs100_cbs5.json_9,83,you really got a masters degree?,do you know what i mean?,you've got to be kidding me,i don't think so,what do you mean?,you're a?,original/iterative_beam_search_bs5_ibs10.json_6,original/standard_beam_search_bs10_npad0.3.json_4,clustered/standard_beam_search_bs100.json_1,original/standard_beam_search_bs10.json_0,clustered/standard_beam_search_bs100.json_3,98,that's right; convict without trial... habeas corpus.,i've got to go,find out what's going on,no one is to blame,i don't think so,what do you mean?,clustered/random_sampling_temp0.5.json_5,clustered/iterative_beam_search_bs5_ibs100.json_8,original/random_sampling_temp0.5.json_3,clustered/standard_beam_search_bs100_npad0.3.json_2,original/diverse_beam_search_bs10_dbs0.8.json_0,85
bring down the money or your friend's dead!,get the fuck out of here!,get out of here!,who the hell are you?,welcome to the!!,i don't know!,clustered/standard_beam_search_bs100_npad0.3.json_4,clustered/random_sampling_temp0.5.json_0,clustered/beam_search_bs100_kpercand3.json_8,clustered/iterative_beam_search_bs5_ibs100.json_9,clustered/clustering_beam_search_bs100_cbs5.json_8,92,i'm scared shitless.,i don't know what you're talking about but i don't know what you're talking about but i don't know what you mean,i don't think so,it was looking at me,i'll be right back,what are you doing?,clustered/diverse_beam_search_bs100_dbs0.8.json_9,original/standard_beam_search_bs10.json_4,original/random_sampling_temp1.0.json_2,clustered/beam_search_bs100_kpercand3.json_7,clustered/diverse_beam_search_bs100_dbs0.8.json_0,37,i was holding for someone. that wasn't even mine.,son of a bitch!,i'm sorry i didn't mean to interrupt you but i didn't know you were in a hurry to find out what's going on here,you're not going to get away with this,i didn't mean to,that's what i thought,clustered/iterative_beam_search_bs5_ibs100.json_3,clustered/diverse_beam_search_bs100_dbs0.8.json_9,original/random_sampling_temp0.5.json_6,original/iterative_beam_search_bs5_ibs10.json_3,clustered/standard_beam_search_bs100.json_6,72,what are you looking to read?,you know what i mean,what are you doing?,i've been looking for you,what's the matter?,i've got photos of you,clustered/standard_beam_search_bs100.json_9,original/standard_beam_search_bs10.json_0,original/diverse_beam_search_bs10_dbs0.8.json_5,original/random_sampling_temp0.7.json_0,clustered/random_sampling_temp1.0.json_6,95,i'd love to drive through new england in the fall.,think of us the our current location and let's adopt games,i don't know what to do with it,i'll be back in a minute,it's a lovely day,i'll be back in a few days,original/random_sampling_temp1.0.json_7,original/standard_beam_search_bs10.json_8,original/clustering_beam_search_bs10_cbs5.json_4,clustered/random_sampling_temp0.5.json_3,original/clustering_beam_search_bs10_cbs5.json_5,73
i just want the job.,it's out of the question,you want to know something?,i don't want to be a.,i want to do a lot better now,i don't want to go,clustered/random_sampling_temp1.0.json_3,clustered/random_sampling_temp1.0_top100.json_7,original/standard_beam_search_bs10.json_7,original/random_sampling_temp1.0_top10.json_7,original/beam_search_bs10_kpercand3.json_4,11,what happened to your pants?,why didn't you tell me?,maybe i should teach happened m to dress,what are you doing?,did you know that?,i got a good idea,clustered/clustering_beam_search_bs100_cbs5.json_9,original/random_sampling_temp1.0.json_8,clustered/random_sampling_temp0.7.json_0,clustered/random_sampling_temp0.7.json_5,clustered/random_sampling_temp1.0_top100.json_9,10,he said we're all going to have to go talk to the guy.,what did you say to him?,i'm sorry i couldn't use that,i don't think so,where did he go?,he it's my fault!,original/standard_beam_search_bs10.json_5,original/random_sampling_temp0.7.json_3,clustered/random_sampling_temp0.5.json_1,clustered/iterative_beam_search_bs5_ibs100.json_1,clustered/random_sampling_temp1.0.json_3,99,ssh. i'm on a stakeout.,get out of here!,i know what he means,do you know what i'm saying?,that's why i'm here,i don't know what you're talking about,clustered/iterative_beam_search_bs5_ibs100.json_4,original/random_sampling_temp1.0.json_0,original/iterative_beam_search_bs5_ibs10.json_9,clustered/iterative_beam_search_bs5_ibs100.json_3,original/iterative_beam_search_bs5_ibs10.json_7,67,"look, nobody knows we did it.",i don't know what's going on,i don't know what you're thinking,what do you mean?,i don't know what it is,i don't know what the hell you're talking about,original/beam_search_bs10_kpercand3.json_6,original/standard_beam_search_bs10.json_9,original/beam_search_bs10_kpercand3.json_0,original/random_sampling_temp0.5.json_3,clustered/diverse_beam_search_bs100_dbs0.8.json_3,68
"you ain't gettin 'in no trouble, i hope.",what's the matter?,i ain't goin nowhere,don't you think you're right,i don't care if you don't mind,you're a good man,clustered/random_sampling_temp0.5.json_0,clustered/random_sampling_temp1.0_top100.json_3,clustered/diverse_beam_search_bs100_dbs0.8.json_2,clustered/random_sampling_temp1.0_top100.json_9,original/clustering_beam_search_bs10_cbs5.json_8,63,you're kidding.,you know what i mean,how do you know?,i've never seen anything like this,i can't believe it,i don't think so,clustered/random_sampling_temp0.5.json_4,clustered/standard_beam_search_bs100.json_3,original/diverse_beam_search_bs10_dbs0.8.json_6,clustered/standard_beam_search_bs100.json_4,clustered/clustering_beam_search_bs100_cbs5.json_3,7,will he be alright?,is yer till today?,i have to go to he,he's not in this,i'll be right back,he'll be fine,original/random_sampling_temp1.0.json_5,clustered/standard_beam_search_bs100_npad0.3.json_9,clustered/random_sampling_temp0.7.json_9,clustered/standard_beam_search_bs100_npad0.3.json_3,original/standard_beam_search_bs10.json_2,33,"why not religion, dad?",you're a?,i don't know what you mean,they just make sure of it,i don't know what's wrong with me but,i don't think so,clustered/clustering_beam_search_bs100_cbs5.json_8,clustered/standard_beam_search_bs100_npad0.3.json_9,clustered/random_sampling_temp1.0.json_5,clustered/diverse_beam_search_bs100_dbs0.8.json_3,original/standard_beam_search_bs10.json_0,8,you're the guys from the movie!,i don't know what you're talking about but i don't know what you're talking about but i,it's the last place,what's the matter?,i don't know what to say,that's what i think,clustered/diverse_beam_search_bs100_dbs0.8.json_6,original/random_sampling_temp1.0_top10.json_4,clustered/standard_beam_search_bs100.json_2,original/beam_search_bs10_kpercand3.json_8,clustered/random_sampling_temp1.0.json_2,87
"c'mon, i need to talk to you. just the two of us.",what do you mean?,i don't know what you mean,come on let's go,i don't want to hear anything,i don't know what to do,clustered/beam_search_bs100_kpercand3.json_1,original/beam_search_bs10_kpercand3.json_9,original/iterative_beam_search_bs5_ibs10.json_5,original/clustering_beam_search_bs10_cbs5.json_8,original/standard_beam_search_bs10.json_6,82,that's right; convict without trial... habeas corpus.,that corpus law corpus corpus,i don't know what you mean,i don't know what's going on,i don't see why not,i don't know what you're talkin about,clustered/random_sampling_temp1.0.json_7,original/beam_search_bs10_kpercand3.json_6,original/standard_beam_search_bs10_npad0.3.json_6,clustered/random_sampling_temp1.0.json_1,original/diverse_beam_search_bs10_dbs0.8.json_8,85,tonight turned out to be pretty interesting.,i don't know what i'm gonna do,is that about to live?,i don't know what to say,i'll tell you what,i don't know what happened,original/diverse_beam_search_bs10_dbs0.8.json_6,original/random_sampling_temp1.0.json_1,original/standard_beam_search_bs10.json_3,clustered/standard_beam_search_bs100.json_5,original/random_sampling_temp1.0_top10.json_0,70,he thinks people *like* to get whacked by branches.,you know what he said?,what's he doing?,he's not a killer,how do you know?,can you believe that?,original/random_sampling_temp1.0_top10.json_1,original/beam_search_bs10_kpercand3.json_1,original/random_sampling_temp0.7.json_1,original/iterative_beam_search_bs5_ibs10.json_0,original/iterative_beam_search_bs5_ibs10.json_7,62,does he have the marked bills on him?,he made me sleep just town,i've got an idea,c him st la vie,he doesn't know anything,he doesn't think i'm the one who killed his wife,original/random_sampling_temp1.0.json_2,clustered/random_sampling_temp1.0_top100.json_5,clustered/iterative_beam_search_bs5_ibs100.json_8,clustered/standard_beam_search_bs100.json_6,original/random_sampling_temp1.0_top10.json_8,69
